datetime,price,volume,vwap,realized_value,market_value,mvrv_ratio
2025-03-28 18:04:59.369,83952.91072558291,31723164536.121426,86377.26802781034,1717441379628.6536,1669237822779.5332,0.9719329245114946
2025-03-28 19:01:45.297,83827.52742896962,31850913656.0039,86305.34754791536,1716011382928.8896,1666744823558.3887,0.9712900742613881
2025-03-28 20:04:49.903,83785.9970399872,33134399361.6655,86233.52811050782,1714583395259.4297,1665919073795.9915,0.9716174077049924
2025-03-28 21:04:53.861,83762.71757013239,31150520912.108944,86169.03800671636,1713301136913.4917,1665456207514.8816,0.9720744191620613
2025-03-28 22:00:33.322,83955.84709919438,30889634879.47576,86113.20095520008,1712190927422.267,1669296206769.4592,0.9749474664502594
2025-03-28 23:09:32.102,84478.16251367884,30159125052.807995,86073.89400231856,1711409386295.45,1679681417213.539,0.9814609120786758
2025-03-29 00:05:19.465,84359.46915506005,31674486232.097313,86031.6736703949,1710569918380.3035,1677321434196.7878,0.9805629200968308
2025-03-29 01:01:35.919,84356.18868046836,32113590891.423794,85990.85933322365,1709758405893.9692,1677256208438.4695,0.9809901812189041
2025-03-29 02:04:53.256,84386.77613913322,33228986108.48189,85951.42120797544,1708974256663.7058,1677864379643.7893,0.9817961698962921
2025-03-29 03:04:49.563,83837.05251809006,33958910981.950394,85899.5973855874,1707943842307.569,1666934211143.4976,0.9759888878379841
2025-03-29 04:04:58.188,84173.41437233011,31965362204.456,85860.66997836268,1707169847696.5347,1673622102300.399,0.9803489117140856
2025-03-29 05:04:47.911,84045.10988015977,31729024279.040745,85820.91952042539,1706379488347.606,1671071020874.9636,0.9793079630212658
2025-03-29 06:04:54.229,83947.40619319715,30278010701.88614,85782.57717621274,1705617126559.0674,1669128376024.494,0.9786067166151255
2025-03-29 07:05:51.176,83744.87093314683,29768288292.211952,85742.38529717072,1704817990423.2778,1665101362385.5317,0.976703303073494
2025-03-29 08:01:12.023,83701.85920800563,27694297172.449863,85705.61659039451,1704086917307.2288,1664246159179.256,0.9766204659378945
2025-03-29 09:04:37.758,83894.4274576301,23956962478.94217,85677.81791851927,1703534195619.3667,1668074998500.7456,0.9791849220228134
2025-03-29 10:04:48.310,83508.44848841902,26649358925.22473,85641.40155658811,1702810128184.6804,1660400569006.4475,0.975094369902859
2025-03-29 11:04:59.066,82953.25385473119,26985389132.434864,85596.47140652008,1701916780887.624,1649361620224.9666,0.9691200173517017
2025-03-29 12:04:56.240,82237.62203229136,24735379076.481697,85545.78844601067,1700909050316.7415,1635132694808.5999,0.9613287050851468
2025-03-29 13:04:42.742,82396.18735905731,26555982093.003212,85495.57828654785,1699910720460.8882,1638285453164.8206,0.9637479389038975
2025-03-29 14:00:37.930,82793.81582488914,19417016939.07493,85464.4489104613,1699291774297.9248,1646191509891.6665,0.9687515321327339
2025-03-29 15:04:35.989,82471.49051640474,20954810770.309135,85427.69036839562,1698560903287.0693,1639782707724.9382,0.9653952970138527
2025-03-29 16:04:11.064,82386.35050942781,17946934139.761864,85396.03227896457,1697931444703.4595,1638089866837.7158,0.9647561872698607
2025-03-29 17:04:47.242,82162.685941113,17221197057.734447,85364.0559438796,1697295658433.557,1633642738634.2983,0.9624974473463249
2025-03-29 18:04:42.267,82346.68633969543,19850028229.505623,85330.04801692272,1696619477971.6748,1637301223159.3228,0.9650373842912215
2025-03-29 19:07:26.735,82305.29496801457,19312016224.01923,85297.24061519215,1695967167582.8809,1636478237481.408,0.9649233008524231
2025-03-29 20:08:56.150,82502.35566528513,16813286188.595509,85271.09559000867,1695447325393.5322,1640396400251.7559,0.9675301471669145
2025-03-29 21:04:20.736,82483.38479164489,15033604187.562237,85247.97143662223,1694987547273.6458,1640019201896.895,0.9675700594584508
2025-03-29 22:07:31.099,82428.14555995223,15695008247.57511,85223.76147699938,1694506180041.2156,1638920878872.1692,0.967196755123257
2025-03-29 23:07:59.216,82311.72140355429,15940848427.445204,85198.58770303662,1694005649264.1697,1636606014459.905,0.9661160310597562
2025-03-30 00:04:55.150,82603.84608714566,16425351535.660994,85175.67918459802,1693550158619.342,1642414336846.8694,0.9698055463475845
2025-03-30 01:04:32.657,82780.67040433415,14780618218.299532,85156.80139287918,1693174811014.6516,1645930139166.136,0.9720969910837477
2025-03-30 02:04:34.358,82930.05815369933,16759506724.388903,85137.07631980267,1692782616893.5444,1648900419521.4575,0.9740768856354303
2025-03-30 03:04:38.823,83292.98909963878,16005427277.407228,85121.60677861804,1692475035619.432,1656116584592.8455,0.9785175850388366
2025-03-30 04:04:34.040,83066.49252905766,17013741125.346006,85103.4428842601,1692113882453.8157,1651613147617.567,0.9760650064654534
2025-03-30 05:04:32.991,83096.07674952217,16974828693.73428,85085.89631265994,1691765003532.0254,1652201371412.668,0.976613990692113
2025-03-30 06:04:35.220,82935.22943299318,16979562363.455618,85067.25488554784,1691394355570.7197,1649003240196.9392,0.9749371781724572
2025-03-30 07:00:33.863,83137.68269393778,13542288596.1423,85054.00718107121,1691130951131.4185,1653028623445.6323,0.9774693215446772
2025-03-30 08:04:39.130,83053.40070328081,14733482629.306595,85039.17439600799,1690836030495.1868,1651352842518.35,0.976648718583745
2025-03-30 09:04:46.751,83353.632024973,16878375000.29647,85024.97882639512,1690553779629.6848,1657322349393.3389,0.9803428730651649
2025-03-30 10:04:41.408,83440.59474949405,16178605582.852652,85012.2908552478,1690301504382.1636,1659051431419.0588,0.981512130893756
2025-03-30 11:04:41.538,83108.82259101293,15489312073.829985,84997.80809369068,1690013543272.054,1652454797297.6748,0.9777760680534777
2025-03-30 12:04:44.099,83065.56137310392,14397939311.113218,84984.23822066613,1689743733147.4602,1651594633420.4595,0.9774231447179621
2025-03-30 13:04:43.810,83038.37790704927,11243444524.511093,84973.6249640888,1689532709501.6016,1651054143885.3083,0.9772253207056026
2025-03-30 14:04:38.842,82722.57464096136,13651506824.044409,84958.81558647132,1689238254276.199,1644775019650.6008,0.9736785296490639
2025-03-30 15:03:09.676,82758.56160404938,14478602960.729437,84943.56976831028,1688935121292.5574,1645490549337.3538,0.9742769444441685
2025-03-30 16:09:31.105,82681.44287077147,13851367081.449612,84928.6730209367,1688638928892.1099,1643957195635.6208,0.973539794391804
2025-03-30 17:04:47.468,82274.6912690196,14284291176.322014,84910.77112177097,1688282984983.4502,1635869743369.1985,0.9689547060057793
2025-03-30 18:09:21.132,82514.66681903032,13904007208.309381,84895.14158716176,1687972222556.0771,1640641183229.4502,0.971959823334679
2025-03-30 19:02:01.782,82727.0691413136,13151252766.131523,84881.84714856629,1687707888901.1223,1644864383913.4668,0.9746143836445825
2025-03-30 20:04:00.570,82515.76586162791,13409475284.15382,84867.14558115114,1687415577268.6677,1640663035520.8943,0.9722934039619041
2025-03-30 21:04:47.655,82553.26654935416,13066589739.365843,84853.22031335629,1687138700820.971,1641408662632.4724,0.9728949148245808
2025-03-30 22:04:51.424,82190.67408154199,13216164733.326347,84837.11134619151,1686818405824.1094,1634199227530.1514,0.968805665083877
2025-03-30 23:04:48.885,82377.94312671632,14523903512.3047,84820.86862933029,1686495451478.69,1637922702637.0786,0.9711990039468985
2025-03-31 00:04:27.865,82355.18824543593,12882081645.230942,84806.50801245883,1686209918974.4192,1637470266763.7087,0.9710951455911523
2025-03-31 01:04:52.376,81615.15679949729,14234443026.572197,84786.10100387655,1685804165912.6025,1622756203023.3245,0.9626006601691204
2025-03-31 02:02:38.749,81825.6051256894,15758510826.415176,84765.29060956,1685390392322.1467,1626940552354.2104,0.9653197026432532
2025-03-31 03:02:41.198,81914.94920836002,15793580000.77007,84745.3504210186,1684993921054.8733,1628716982983.5525,0.9666011032039278
2025-03-31 04:02:28.843,81496.23755227726,14562655156.81983,84724.52639272397,1684579876379.6907,1620391728657.8677,0.9618966434172483
2025-03-31 05:04:52.032,81892.18710736942,17710682928.742985,84702.62014815451,1684144313971.26,1628264403560.504,0.9668199987689953
2025-03-31 06:04:26.265,82121.83919121162,17466531939.962482,84683.08372405032,1683755870762.3855,1632830581684.8403,0.9697549449051146
2025-03-31 07:01:51.998,81981.93953358226,17121575456.241575,84663.18762332387,1683360276094.2393,1630048953294.7046,0.9683304141385417
2025-03-31 08:03:30.691,81884.11109014327,19297703978.60489,84640.30572758793,1682905314789.274,1628103827908.096,0.9674363813581277
2025-03-31 09:04:49.639,81882.34625826216,19926328730.74158,84617.0556541656,1682443032998.166,1628068737711.6829,0.9676813453888026
2025-03-31 10:04:21.646,81488.96451396754,20566460536.704803,84590.07293795442,1681906534977.1711,1620247118655.3296,0.9633395702795825
2025-03-31 11:04:52.578,82184.6497493072,19574300937.92419,84570.48568430016,1681517081123.0823,1634079445581.7188,0.971788787593118
2025-03-31 12:04:26.791,82227.54336233468,21677397047.884262,84549.5462148113,1681100741127.7485,1634932300361.8845,0.9725367792444773
2025-03-31 13:05:43.149,82741.55197322981,20552042118.723705,84534.35527755278,1680798699342.4639,1645152346422.5276,0.9787920154067936
2025-03-31 14:03:49.665,82553.4254041944,24441967895.806602,84514.75691797439,1680409024669.0078,1641411821147.2322,0.9767930289892028
2025-03-31 15:00:53.808,83500.4896400052,26207354985.357533,84504.11040759932,1680197339837.0574,1660242323024.4644,0.9881234088761691
2025-03-31 16:04:47.899,83447.38626910759,28775593542.998875,84492.0700107358,1679957940325.2102,1659186467373.323,0.9876357184586024
2025-03-31 17:04:30.513,83277.76436696327,28810068175.5503,84478.37378468728,1679685617920.2817,1655813870852.4397,0.9857879672165086
2025-03-31 18:00:49.523,82643.59909200664,27059929741.824867,84459.14015034532,1679303195087.8198,1643204746836.3452,0.9785039126007339
2025-03-31 19:09:37.958,83299.9810590052,25696732383.287865,84447.71476160227,1679076023797.807,1656255605895.7268,0.9864089430266154
2025-03-31 20:04:45.238,82348.25633896062,30464047245.949497,84423.46544504492,1678593874030.464,1637332439493.9624,0.9754190485412477
2025-03-31 21:04:40.879,82394.12780936091,24777608865.258823,84404.57868411855,1678218348090.7961,1638244503086.7183,0.9761807841932169
2025-03-31 22:04:28.037,82542.85168725922,31419666636.569595,84382.86337901537,1677786582136.547,1641201583669.0671,0.9781944862016411
2025-03-31 23:04:46.187,82372.42496571247,30357000546.959167,84360.45909545633,1677341117206.4355,1637812984903.8853,0.9764340527415298
2025-04-01 00:02:14.101,82553.23623643283,25563649533.896156,84343.65715555615,1677007043815.3518,1641408059919.9,0.9787723110485804
2025-04-01 01:04:52.542,82632.17739877684,26281072993.08448,84327.45367036444,1676684869514.198,1642977649024.315,0.9798965082212202
2025-04-01 02:04:44.960,82687.62921124356,25615350269.83096,84312.46020328245,1676386754033.3699,1644080198797.886,0.9807284594931601
2025-04-01 03:04:44.186,83099.7132171393,28329740730.40455,84300.31939543677,1676145358047.4543,1652273675389.2112,0.985757987788093
2025-04-01 04:04:36.544,82938.776894528,28432388359.392963,84286.77568603083,1675876068134.7432,1649073774463.3225,0.9840069953971885
2025-04-01 05:04:34.613,83037.21355746588,24175658613.498203,84276.295441794,1675667689176.5762,1651030993093.4329,0.9852973854886169
2025-04-01 06:04:46.868,82965.36899692599,28093283099.652836,84263.64214180535,1675416103296.5693,1649602505900.1042,0.9845927245502333
2025-04-01 07:04:35.765,83434.03386130522,21063266603.44518,84257.68153893665,1675297588480.716,1658920981115.1782,0.9902246577096853
2025-04-01 08:04:53.710,83460.19817794718,27757378813.46636,84250.20158708484,1675148864411.0476,1659441206877.0784,0.9906231273723295
2025-04-01 09:09:44.944,84301.95269620928,28489521236.196194,84250.69503650608,1675158675678.2263,1676177833007.5464,1.0006083945026327
2025-04-01 10:04:44.581,84370.26093529824,28005951192.21493,84251.80534514593,1675180751972.6702,1677536007433.0583,1.0014059709423087
2025-04-01 11:04:49.221,84194.93109759485,28505694643.86854,84251.27281066257,1675170163576.224,1674049919886.7559,0.9993312657341767
2025-04-01 12:01:34.929,83889.52404655488,28529728833.762424,84247.91424219236,1675103385075.3667,1667977503855.752,0.9957460051223679
2025-04-01 13:09:32.720,83589.39097506716,27412314330.22344,84242.09174437543,1674987616205.7102,1662009950492.0347,0.992252082589677
2025-04-01 14:04:39.019,83619.87350890883,26875778658.77939,84236.7442817636,1674881292472.9128,1662616035474.472,0.992676939521886
2025-04-01 15:06:18.541,84281.84680860782,25114148961.668224,84237.10360845194,1674888436974.4402,1675778067141.7195,1.0005311578655867
2025-04-01 16:04:48.622,85311.29137218822,24174551852.799816,84245.27866842593,1675050981896.2795,1696246539135.5027,1.0126536788839873
2025-04-01 17:04:45.615,85089.10675897203,26413732181.050247,84252.23755362301,1675189345584.6252,1691828836916.3098,1.0099329018391516
2025-04-01 18:04:56.957,85253.00123334384,29598591719.7757,84261.40109928008,1675371544592.0132,1695087554847.6062,1.0117681420095948
2025-04-01 19:04:40.475,85133.05972535553,26283717606.899483,84268.43145321058,1675511329294.9722,1692702754845.737,1.0102604054357536
2025-04-01 20:05:45.976,84929.06237244017,29534732174.078537,84274.36504370684,1675629307023.1492,1688646670377.787,1.0077686414889484
2025-04-01 21:04:51.962,85245.22438987631,25650064898.36904,84281.87947151698,1675778716579.159,1694932927674.5205,1.0114300360219766
2025-04-01 22:04:42.548,85244.43181925929,29355794172.034203,84290.33107669241,1675946760056.152,1694917168973.128,1.0113192193028495
2025-04-01 23:04:52.481,85073.12003223266,29678910840.35733,84297.21879555249,1676083708742.44,1691510972428.8828,1.0092043515523565
2025-04-02 00:04:51.597,85151.38359873935,29670672164.87349,84304.66694275536,1676231800439.4783,1693067088878.3245,1.010043532424592
2025-04-02 01:04:54.025,84981.39412820044,26849289307.878853,84309.96494578251,1676337140766.1174,1689687183985.8625,1.0079638175967658
2025-04-02 02:04:56.429,85152.65632409418,27105811148.298145,84316.57306274417,1676468530120.869,1693092394508.3726,1.0099160014571256
2025-04-02 03:04:59.886,84728.41789937182,29470375236.418343,84320.05466426797,1676537754891.0066,1684657251303.6575,1.004843014354412
2025-04-02 04:09:44.525,84650.3303317548,29771176229.10041,84322.85132146352,1676593360895.9421,1683104634244.539,1.0038836330266256
2025-04-02 05:04:41.614,84580.70592294853,30071782497.63079,84325.03808554777,1676636840380.8984,1681720290383.6338,1.0030319326644286
2025-04-02 06:04:49.985,84083.22112364328,27348459019.06654,84323.18732255165,1676600041613.9775,1671828787681.9275,0.9971542086283995
2025-04-02 07:04:49.860,84126.51474147492,30454259461.216843,84321.52529831557,1676566995544.5408,1672689595767.6145,0.9976872980398455
2025-04-02 08:04:34.459,84416.00027025993,27710852493.3641,84322.24621559866,1676581329560.9036,1678445443773.585,1.0011118543310806
2025-04-02 09:04:43.251,84665.33194165595,27188182151.94643,84324.79575785757,1676632022173.376,1683402911629.244,1.0040383872944827
2025-04-02 10:04:51.032,85021.65957232645,28301420685.726868,84330.14495978996,1676738380489.128,1690487782818.0562,1.0082000880333624
2025-04-02 11:00:28.903,84844.77000604966,29580552850.53757,84334.24095639081,1676819821291.9424,1686970683149.5354,1.0060536389948993
2025-04-02 12:09:32.518,84597.15150833085,27853571978.93522,84336.19668508584,1676858707094.479,1682047278368.93,1.0030942209099067
2025-04-02 13:09:30.048,84938.61029698861,29202908702.90064,84340.85862427487,1676951400547.9229,1688836512000.282,1.0070873320768126
2025-04-02 14:04:58.557,85461.5657413444,30699382150.49999,84349.9023763015,1677131217695.562,1699234448174.2942,1.0131791897053248
2025-04-02 15:07:35.023,86036.13444049208,27512255878.855892,84362.00949915849,1677371943922.0059,1710658611983.665,1.019844536080548
2025-04-02 16:09:25.304,86617.24415685238,27171501037.532825,84377.88889709215,1677687674388.1057,1722212831001.7998,1.0265395980988734
2025-04-02 17:04:57.119,87106.00781966242,32926776948.43761,84400.96971913532,1678146590949.8105,1731930931128.5435,1.0320498462224874
2025-04-02 18:03:23.992,86612.92096605808,34221437172.359905,84420.24987268979,1678529938724.938,1722126872891.157,1.02597328362182
2025-04-02 19:04:56.151,86317.97978903714,34186846761.148643,84436.63179543236,1678855660904.3765,1716262550094.9202,1.0222811823920546
2025-04-02 20:04:30.944,86412.29967901438,32987667240.442547,84452.95233309947,1679180162562.8252,1718137914825.335,1.0232004600406017
2025-04-02 21:02:08.126,85654.66996320832,34110652032.56304,84463.13044889258,1679382534293.5925,1703073944245.22,1.0141072146862555
2025-04-02 22:04:58.273,84604.64636587836,45519488380.77094,84464.71204846699,1679413981277.4702,1682196298808.9187,1.001656719285695
2025-04-02 23:05:43.323,82670.64635520295,45940274232.67593,84444.7017012105,1679016115042.711,1643742528246.659,0.978991513851459
2025-04-03 00:00:33.025,82526.4221526433,46332905657.77597,84423.36309506788,1678591839003.312,1640874914821.5605,0.9775306162550234
2025-04-03 01:04:57.817,83067.24275015933,51076854220.90282,84406.934753618,1678265193879.5554,1651628064282.4868,0.9841281761105389
2025-04-03 02:04:49.283,83776.68744254543,42315560971.23392,84400.67228602934,1678140677079.9285,1665733970837.317,0.9926068735404233
2025-04-03 03:03:06.659,83783.75496624704,41750845130.14617,84394.68279981124,1678021587975.717,1665874494587.7642,0.9927610625065876
2025-04-03 04:04:32.946,83487.8420491959,55299429663.012985,84383.16949805843,1677792668709.1333,1659990850660.2131,0.9893897390417038
2025-04-03 05:04:24.002,83564.27184811681,53540608356.10901,84373.22563304429,1677594954592.4604,1661510506262.9028,0.9904121979590329
2025-04-03 06:04:54.873,83409.39729897068,53122166406.67223,84361.75158634596,1677366815835.1062,1658431131730.3665,0.9887110655069731
2025-04-03 07:04:36.116,83003.67579388311,56313501453.10708,84344.82648587013,1677030293639.218,1650364160901.6729,0.9840991943683506
2025-04-03 08:03:27.563,83494.99176119595,55357023269.36049,84334.54126192708,1676825792274.4277,1660133008562.653,0.9900450101682103
2025-04-03 09:04:53.534,83710.89586871512,56720133153.202965,84326.90239219445,1676673908436.562,1664425835330.0593,0.9926950177700782
2025-04-03 10:02:13.103,83575.16343053042,55899600175.60965,84317.93598019314,1676495629042.5798,1661727063868.322,0.9911908120018829
2025-04-03 11:04:34.260,83230.13519692069,51495134756.62141,84306.1133910269,1676260560206.6226,1654866858873.754,0.9872372459027303
2025-04-03 12:04:25.956,83050.51017309572,56425696776.94176,84291.33643639836,1675966749648.3193,1651295370034.4165,0.9852793143902886
2025-04-03 13:07:16.129,81957.14755593218,54319722448.73375,84265.18735573118,1675446826823.687,1629556013783.2886,0.972609806347959
2025-04-03 14:09:22.246,81974.59932693769,57834038924.678764,84238.18858235364,1674910009537.652,1629903007782.4854,0.9731287045280775
2025-04-03 15:07:10.424,81476.42191638195,51926673213.41304,84209.26719856581,1674334964940.764,1619997733873.9702,0.9675469770359146
2025-04-03 16:09:41.555,82305.22481184445,55195286275.6087,84188.30616665857,1673918196219.3264,1636476842564.5237,0.9776325069293309
2025-04-03 17:04:45.474,81831.40669422467,50688817892.279816,84164.71667088666,1673449165685.1562,1627055905086.4365,0.9722768629307452
2025-04-03 18:04:56.196,81883.96787174862,50844411993.05212,84142.04686532186,1672998421374.3662,1628100980293.1748,0.9731634886754357
2025-04-03 19:04:23.432,82023.69651873449,44281574929.73047,84123.86641654896,1672636939056.9033,1630879208474.411,0.9750347911089199
2025-04-03 20:04:39.573,82010.58295485632,52805518321.396484,84102.45730441017,1672211261145.02,1630618471155.9822,0.9751270721855098
2025-04-03 21:04:54.534,82337.19466168135,44053575615.33363,84087.66291670554,1671917103964.4292,1637112499888.077,0.9791828171421753
2025-04-03 22:04:26.624,82763.14038772575,43974747542.62464,84076.67409622454,1671698612972.085,1645581589407.661,0.9843769544571249
2025-04-03 23:04:50.984,82654.29602655036,40608919507.91365,84065.85950220293,1671483586128.7886,1643417434253.3015,0.9832088378800721
2025-04-04 00:05:40.782,83208.52796536,32092092444.889397,84060.73892535172,1671381773571.2415,1654437241748.4521,0.9898619620659235
2025-04-04 01:04:43.728,83029.72559074209,30294579708.361736,84054.95850360823,1671266841301.205,1650882109663.8647,0.9878028264944997
2025-04-04 02:04:47.660,82676.67638736672,36932660154.353065,84045.60184675493,1671080802659.0745,1643862423526.922,0.9837121106957595
2025-04-04 03:04:33.317,82870.73001816859,36108484208.3857,84037.85546692474,1670926781195.2512,1647720796719.4963,0.9861119082314576
2025-04-04 04:04:43.226,82793.26810143121,32604011035.783726,84030.48970687456,1670780327604.0295,1646180619492.4592,0.9852765155866736
2025-04-04 05:04:52.661,82709.74394735025,32784685540.304333,84022.67640587821,1670624975544.9866,1644519906648.7637,0.9843740700166972
2025-04-04 06:08:04.340,83155.70194321594,33439094927.153805,84017.47653562031,1670521586394.652,1653386900629.5112,0.9897429126898496
2025-04-04 07:04:33.552,83064.77766424145,31722484736.03644,84012.08651433756,1670414416466.7366,1651579050917.5544,0.988724136140406
2025-04-04 08:04:50.551,84003.03159736587,25975259865.24822,84012.04475969922,1670413586258.2185,1670234377326.2156,0.9998927158318891
2025-04-04 09:04:49.047,84375.94429798229,37319407427.940384,84014.43977793182,1670461206465.6128,1677649009875.3894,1.0043028855635532
2025-04-04 10:04:35.357,84613.64673947358,37409909039.35253,84018.36713362555,1670539294177.0552,1682375253462.1216,1.0070851127694647
2025-04-04 11:04:36.527,82548.3231829159,38789591437.493645,84008.44418400095,1670341995921.5955,1641310373553.9966,0.9826193543367261
2025-04-04 12:02:51.787,82701.99933626983,43376683679.573105,83998.65657087,1670147388565.0227,1644365920353.0364,0.9845633574686258
2025-04-04 13:02:03.133,82809.93939073119,39273633804.04626,83990.64766733044,1669988147335.723,1646512095154.393,0.9859423839511776
2025-04-04 14:09:32.286,83238.43488678202,40595155718.21919,83985.4453798108,1669884710122.9126,1655031881814.759,0.9911054767924306
2025-04-04 15:09:36.258,83111.34435575195,44740397833.26715,83978.83322241952,1669753240432.1978,1652504937609.025,0.9896701486150682
2025-04-04 16:05:00.114,82881.13400156828,45767666718.51474,83970.40422123962,1669585646391.013,1647927659381.5322,0.9870279269252843
2025-04-04 17:04:54.284,83345.06970919853,46534525608.73695,83965.55977533945,1669489324152.0688,1657152104654.7373,0.9926101836538562
2025-04-04 18:03:53.933,84430.20296834389,47400773794.68037,83969.19765047121,1669561656114.2603,1678727836374.6558,1.0054901717626463
2025-04-04 19:04:58.705,83881.50017713505,48675948167.99212,83968.49818464072,1669547748617.666,1667817965059.4807,0.9989639208823962
2025-04-04 20:04:40.257,84003.03688086948,48685504659.56455,83968.77153509344,1669553183651.5513,1670234482378.2498,1.000408072491113
