datetime,price,volume,vwap,circulating_supply,realized_value,market_value,mvrv_ratio
2025-05-15 16:08:54.201,171.89228072193856,4932003721.501795,139.82091047957147,531207612.6555071,74273932055.17253,91310488076.21123,1.2293746345404672
2025-05-15 17:04:46.478,173.1602470685328,5038155836.344775,139.84973307092775,531207612.6555071,74289242835.11745,91984041452.11308,1.238187898297317
2025-05-15 18:09:32.058,173.22959421220128,4958091987.414281,139.8789051933746,531207612.6555071,74304739288.63853,92020879182.74568,1.2384254364353313
2025-05-15 19:04:50.127,170.0022726944491,4995668023.574991,139.9077875160707,531207612.6555071,74320081798.32587,90306501424.02881,1.2151022878188362
2025-05-15 20:05:42.663,169.48901614500824,4995081425.6069145,139.93656995786378,531207612.6555071,74335371250.51717,90033855637.72052,1.2111845831010648
2025-05-15 21:04:50.566,169.62456642076586,4883795195.28834,139.96530202189902,531207612.6555071,74350633941.66,90105860976.10052,1.21190440752399
2025-05-15 22:04:53.556,168.71607632757008,5285312701.688154,139.9940210332403,531207612.6555071,74365889699.11243,89623264122.57281,1.205166299834405
2025-05-15 23:09:15.123,168.98279473573373,5311571381.029813,140.0226614004576,531207612.6555071,74381103680.2075,89764946971.42471,1.2068246171414472
2025-05-16 00:09:52.333,169.07105479832376,5383950891.792615,140.05142811902047,531207612.6555071,74396384780.09921,89811831388.56598,1.207206931546899
2025-05-16 01:09:56.945,170.39530826580832,5551780606.4788,140.08065791418076,531207612.6555071,74411911869.80473,90515284911.57924,1.216408537788276
2025-05-16 02:07:12.183,172.17621506909393,5573542247.514838,140.11024050638292,531207612.6555071,74427626367.9846,91461316162.91454,1.2288624617788033
2025-05-16 03:04:40.058,172.69755342619328,5655836413.448391,140.140094439323,531207612.6555071,74443485004.43008,91738255066.97502,1.2323208009608326
2025-05-16 04:00:47.175,172.61638958583018,5589112860.985204,140.17021324615612,531207612.6555071,74459484343.90393,91695140217.10179,1.2314769706649058
2025-05-16 05:04:51.690,171.76955038678526,5651434708.55261,140.20082341166489,531207612.6555071,74475744696.84683,91245292787.87402,1.2251679141885397
2025-05-16 06:04:49.817,173.03016615759037,5236692331.62514,140.23185252552298,531207612.6555071,74492227598.34221,91914941481.9593,1.2338863321091613
2025-05-16 07:04:56.250,172.69588752711502,5499090064.17783,140.26347314976442,531207612.6555071,74509024714.65617,91737370128.70273,1.2312249486558866
2025-05-16 08:02:26.395,172.37317456051224,5370468872.5344305,140.29544264706277,531207612.6555071,74526007154.99384,91565942544.1407,1.2286441477229342
2025-05-16 09:09:50.976,170.40428149716868,5259924353.99727,140.32746276728275,531207612.6555071,74543016486.61282,90520051560.38797,1.2143330901647167
2025-05-16 10:06:41.836,171.8747910740236,5347032446.536097,140.35967928854342,531207612.6555071,74560130147.95978,91301197442.09613,1.224531090019757
2025-05-16 11:08:20.597,173.054194882896,5311603605.134469,140.39195952677977,531207612.6555071,74577277656.24925,91927705723.76407,1.2326503274561529
2025-05-16 12:01:04.594,173.13948672471312,5381200689.055403,140.42415660584362,531207612.6555071,74594380989.75325,91973013399.43472,1.232975087119078
2025-05-16 13:04:45.851,172.88555170798594,5273399118.453858,140.45607780834973,531207612.6555071,74611337775.5296,91838121185.42944,1.2308869392172959
2025-05-16 14:06:01.732,173.33818937628195,5159553950.266356,140.4877482395873,531207612.6555071,74628161349.69908,92078565760.60292,1.2338313593059493
2025-05-16 15:03:44.212,171.74714112101628,5005381348.527141,140.51898124431568,531207612.6555071,74644752559.5769,91233388815.30353,1.2222344597161947
2025-05-16 16:09:49.632,172.2731006413264,4885343413.706187,140.549876331599,531207612.6555071,74661164265.13547,91512782516.4409,1.2257079489339633
2025-05-16 17:04:31.291,170.83278600628267,4846070683.836298,140.58015889359717,531207612.6555071,74677250592.59961,90747676417.68654,1.2151984131386793
2025-05-16 18:04:35.779,170.98136479744147,4728984001.532959,140.60988808037138,531207612.6555071,74693042962.93213,90826602602.62924,1.2159981572541327
2025-05-16 19:05:36.362,170.37886155913833,4597948385.4954605,140.63919923208707,531207612.6555071,74708613269.85919,90506548295.79301,1.2114606915385941
2025-05-16 20:04:50.579,170.75344428766468,4442438975.938078,140.66784638996347,531207612.6555071,74723830858.20409,90705529492.7555,1.213876864328306
2025-05-16 21:09:37.529,169.540328838711,4348115061.424735,140.6955881883183,531207612.6555071,74738567512.67892,90061113331.24129,1.205015246190837
2025-05-16 22:01:09.329,169.49046809848514,4309061244.417125,140.72235259958953,531207612.6555071,74752784971.69444,90034626926.46068,1.2044317407111025
2025-05-16 23:04:28.850,167.19664574605196,4415883962.546777,140.74810260078257,531207612.6555071,74766463568.35408,88816131030.7688,1.187914029791847
2025-05-17 00:09:40.401,167.80561978125345,4369841233.869238,140.77289196587085,531207612.6555071,74779631867.80186,89139622674.17738,1.1920307769335055
2025-05-17 01:04:56.224,167.03541880089898,4379035503.09998,140.79690542856466,531207612.6555071,74792388001.99104,88730486050.13835,1.1863571737778484
2025-05-17 02:04:53.647,165.0647583645895,4417302029.267319,140.82002570066916,531207612.6555071,74804669666.53961,87683656224.41173,1.1721682164400082
2025-05-17 03:04:45.073,166.42723020185846,4385622486.515516,140.84250071562474,531207612.6555071,74816608565.57857,88407411636.39774,1.1816548936310913
2025-05-17 04:01:39.068,166.9205511985048,4458955939.740402,140.86445783633874,531207612.6555071,74828272355.25385,88669467505.29907,1.1849728012472736
2025-05-17 05:04:42.996,168.86770685115482,4408373879.005413,140.88615392814145,531207612.6555071,74839797484.38431,89703811411.01198,1.198611092309932
2025-05-17 06:04:49.722,167.70082244668532,4412687688.052677,140.9075520217039,531207612.6555071,74851164314.58101,89083953532.26878,1.1901478667435401
2025-05-17 07:04:53.466,168.83208243739818,4438748371.330033,140.92890479637546,531207612.6555071,74862507071.03786,89684887451.22806,1.1979947100372297
2025-05-17 08:08:05.098,168.67613621887563,4412428861.292612,140.9502109599566,531207612.6555071,74873825067.32863,89602047632.78403,1.196707227822425
2025-05-17 09:09:53.225,168.29357231971102,4353543587.332522,140.9715401072837,531207612.6555071,74885155272.76024,89398826777.22063,1.1938123978189812
2025-05-17 10:09:45.170,168.0891909239929,4317194902.463994,140.99283189348884,531207612.6555071,74896465631.67944,89290257823.93,1.1921825291868287
2025-05-17 11:04:56.264,167.6096366475965,4263180625.229829,141.0140800848189,531207612.6555071,74907752832.66913,89035514941.62672,1.1886021349554639
2025-05-17 12:04:30.605,167.52101612684845,4177000243.170173,141.03537741184093,531207612.6555071,74919066134.91245,88988439046.36787,1.1877942910569605
2025-05-17 13:04:53.133,167.40679554771964,4090875951.0756025,141.0565795184892,531207612.6555071,74930328855.36835,88927764205.21272,1.186806004506699
2025-05-17 14:05:34.532,166.3161188672876,4016176128.7132564,141.07749816940822,531207612.6555071,74941441001.98302,88348388449.62138,1.1788989812363444
2025-05-17 15:02:20.108,167.8621866110465,3440382710.3764734,141.09783661010775,531207612.6555071,74952244936.51215,89169671404.78723,1.1896864661000863
2025-05-17 16:06:49.762,167.61199091541064,3685810260.811565,141.11778922461858,531207612.6555071,74962843917.23268,89036765546.61183,1.1877453001238631
2025-05-17 17:08:21.197,165.3448026631265,3554758911.4381943,141.13704556568632,531207612.6555071,74973073032.19975,87832417887.67535,1.1715195114111532
2025-05-17 18:04:46.844,166.43969184744603,3669872094.319921,141.1557554575829,531207612.6555071,74983011869.20718,88414031357.40007,1.1791208322175775
2025-05-17 19:07:11.367,166.1934961430104,3719736886.7673693,141.1739860556442,531207612.6555071,74992696101.6806,88283250325.00078,1.1772246487217883
2025-05-17 20:07:46.578,165.47320159953355,3625493351.5929565,141.19168314938037,531207612.6555071,75002096932.59514,87900624380.15166,1.1719755576853872
2025-05-17 21:01:23.136,166.5206006631191,3680758426.378055,141.2090047722505,531207612.6555071,75011298310.5273,88457010736.21655,1.1792491628398099
2025-05-17 22:04:44.085,167.09890306520444,3617888521.2024198,141.2260089651183,531207612.6555071,75020331067.22574,88764209374.62125,1.1832020481898382
